"","(Intercept)","instructor_id"
"329",-0.492574965046223,"329"
"335",-0.661545795271149,"335"
"337",-0.490258344121529,"337"
"338",0.118022473887353,"338"
"343",0.231245757697759,"343"
"344",-0.136190983443102,"344"
"347",-0.446222152619129,"347"
"349",-0.00222865438057787,"349"
"350",-0.273585119857249,"350"
"352",-0.243771175297459,"352"
"353",0.211121434906076,"353"
"354",-0.0481078661275586,"354"
"356",0.707157067934501,"356"
"357",0.519427858984371,"357"
"358",-0.640138475533724,"358"
"361",0.519641157820989,"361"
"362",0.298290042340768,"362"
"363",0.615413892073449,"363"
"365",0.476869119794294,"365"
"366",-0.0314400213261771,"366"
"367",-0.62554827160832,"367"
"369",-0.178372660736742,"369"
"371",-0.312813618301239,"371"
"375",-0.390613536013256,"375"
"376",0.65419140946402,"376"
"377",0.0318293179249986,"377"
"378",0.0701011169009336,"378"
"380",0.377691019211086,"380"
"382",0.482284376003526,"382"
"384",0.00534093826999138,"384"
"385",0.727002743913018,"385"
"386",-0.251660817439611,"386"
"388",-0.0826555551572682,"388"
"389",0.169824707211949,"389"
"390",0.112260740020215,"390"
"392",0.813552687088195,"392"
"393",-0.524078895477339,"393"
"397",-0.102268735815612,"397"
"401",0.431123036372248,"401"
"403",0.0473496541026971,"403"
"404",-0.000775624831759915,"404"
"405",-0.0291761485440761,"405"
"408",-0.287663115391015,"408"
"409",-0.0990718402614645,"409"
"411",0.695590375007269,"411"
"412",-0.241482703977844,"412"
"417",0.233123619653071,"417"
"419",0.249354753699303,"419"
"420",0.258796200648642,"420"
"423",0.084239668992217,"423"
"426",0.514774588449509,"426"
"428",0.0204235201644142,"428"
"429",0.276476088179327,"429"
"430",-0.38020656312758,"430"
"432",-0.729279896743847,"432"
"435",0.239644262782397,"435"
"436",0.267368147676525,"436"
"437",0.537987761847309,"437"
"438",-0.634725939567755,"438"
"440",-0.0599443168038662,"440"
"441",-0.819151981064332,"441"
"442",0.478342846318721,"442"
"443",-0.0463077629877495,"443"
"444",-0.0524949183987002,"444"
"445",-0.696472286822955,"445"
"446",0.147456737778216,"446"
"453",0.480711790201177,"453"
"454",-1.35450248994066,"454"
"455",0.304598705259611,"455"
"456",0.0684719005894717,"456"
"458",0.439863308556199,"458"
"459",0.0136092262369787,"459"
"460",0.251176001351192,"460"
"465",-0.20065404511792,"465"
"466",-0.348254264725715,"466"
"467",0.143343728365149,"467"
"468",-0.465203529299807,"468"
"470",0.16189337318701,"470"
"474",0.00500066412014063,"474"
"475",0.785226325696917,"475"
"477",0.0103184774936642,"477"
"481",0.836727422658814,"481"
"483",-0.38913787156135,"483"
"484",0.00942187907658066,"484"
"485",0.345573588028399,"485"
"487",0.306014813367814,"487"
"488",-0.42827884888435,"488"
"489",0.229706153037688,"489"
"494",0.412875609789902,"494"
"499",-0.0806974469795749,"499"
"501",0.736881888259717,"501"
"502",0.226091270466001,"502"
"503",-0.332205595387885,"503"
"504",0.230780711450161,"504"
"505",-0.061981366619748,"505"
"507",-0.99744982908183,"507"
"508",-0.281569589273882,"508"
"512",-0.330813486621639,"512"
"513",0.356792788817385,"513"
"516",0.250399769236534,"516"
"523",0.0316813084292585,"523"
"524",0.0448277804897208,"524"
"525",0.302499103165147,"525"
"526",-0.00748864945097002,"526"
"527",0.326835193663821,"527"
"528",0.534768957141788,"528"
"529",-0.840723263887132,"529"
"530",-0.113796932542203,"530"
"531",0.4606440968212,"531"
"532",0.643841260292129,"532"
"535",-0.318476797621688,"535"
"536",0.500477049311482,"536"
"538",-0.57635204130464,"538"
"539",0.251480030377827,"539"
"540",-0.838795635276098,"540"
"542",-0.670244115408538,"542"
"544",0.665299322830047,"544"
"548",0.803243031208574,"548"
"550",0.69664253347539,"550"
"551",-1.18097739242221,"551"
"554",-0.20783666319796,"554"
"555",-0.118293123553642,"555"
"561",-0.615215330526678,"561"
"562",-0.309385407447894,"562"
"563",-0.45660920055063,"563"
"566",-0.0181333922740296,"566"
"570",0.0517550235522965,"570"
"571",0.339778556293863,"571"
"572",-0.364352713803887,"572"
"573",0.72556951040436,"573"
"574",0.487766383760461,"574"
"575",-0.160752858016829,"575"
"577",0.0699603064003665,"577"
"581",0.0121362547742553,"581"
"582",-1.41377350346746,"582"
"583",-0.800949100368335,"583"
"584",-0.773977862702684,"584"
"587",-0.256736804955044,"587"
"588",-0.0928122641899427,"588"
"590",-0.855038229232925,"590"
"591",-0.136759808726844,"591"
"592",0.547921219326159,"592"
"593",0.360989772338901,"593"
"594",0.054072436720493,"594"
"595",-0.027849459160076,"595"
"597",-0.401265557417858,"597"
"598",-0.143852819756334,"598"
"599",0.320399172635777,"599"
"600",0.118385607084465,"600"
"601",0.688753423160883,"601"
"602",-0.756841367236129,"602"
"603",-0.56773595942387,"603"
"605",0.0633915251433216,"605"
"606",-0.583295642116551,"606"
"609",0.0643946909618934,"609"
"610",-0.655469649216414,"610"
"611",-0.0820006811925884,"611"
"612",-0.128918888744706,"612"
"613",-1.11473084922044,"613"
"615",-0.635560519622762,"615"
"616",0.289613616570382,"616"
"620",0.0946472638762548,"620"
"621",-0.775224934903402,"621"
"622",-0.736783896617916,"622"
"623",0.249129684698182,"623"
"624",0.675095000170542,"624"
"625",-0.49671196494627,"625"
"626",-0.121857874478844,"626"
"627",-0.0197066994716703,"627"
"630",0.486576189494204,"630"
"637",-0.88170447858952,"637"
"638",-0.10962948884082,"638"
"641",0.177872759039092,"641"
"642",-0.372035933844958,"642"
"646",-0.57636040914472,"646"
"647",0.659903237882564,"647"
"651",0.118674934989127,"651"
"653",-0.398498897494934,"653"
"655",-0.376112823644979,"655"
"657",-0.461753389687681,"657"
"659",-0.0112324766357773,"659"
"660",0.0420125981446693,"660"
"661",0.343359561537211,"661"
"662",-0.581084878514813,"662"
"663",-0.139109956218691,"663"
"664",0.358444624564673,"664"
"668",0.388506424890884,"668"
"669",-0.0694282191892378,"669"
"670",0.108882617204076,"670"
"672",0.107157769557309,"672"
"673",0.00911178988427048,"673"
"675",-0.466180300384578,"675"
"676",0.9254014463251,"676"
"678",0.331998333369586,"678"
"679",-1.18398195404005,"679"
"680",0.0772184129353653,"680"
"681",-0.278611305567078,"681"
"682",-0.156259466305782,"682"
"684",0.064490201435849,"684"
"686",-0.198281141114749,"686"
"687",-0.265390575181164,"687"
"688",-0.175291812911186,"688"
"690",0.158477050710351,"690"
"691",0.657699786563708,"691"
"692",-0.0383439105065038,"692"
"693",-0.656807200829617,"693"
"695",0.647723334177856,"695"
"696",-1.21413023939435,"696"
"699",-0.136152348381889,"699"
"701",0.563415592665626,"701"
"702",0.494143533861653,"702"
"704",0.699141746355802,"704"
"713",0.253694253794382,"713"
"714",-0.206360689360998,"714"
"715",-0.103910055618945,"715"
"716",0.447423127904852,"716"
"717",0.722473885435543,"717"
"718",-0.7408902969649,"718"
"719",-0.266703373272729,"719"
"721",-0.405961569180376,"721"
"722",-0.116763131134504,"722"
"727",0.482553751037474,"727"
"728",0.164908183781196,"728"
"729",0.166693397379447,"729"
"732",0.214309330193433,"732"
"734",0.167686621396378,"734"
"735",-0.240552554331156,"735"
"736",-0.0407796185438628,"736"
"737",0.398856218388197,"737"
"740",-0.400839385689401,"740"
"741",-0.4362877379542,"741"
"742",0.144312564334944,"742"
"748",-0.585575642182606,"748"
"750",0.574627019327572,"750"
"751",-0.0583704038144863,"751"
"756",-0.0266993191664059,"756"
"760",-1.15011874828417,"760"
"761",-0.0344696597908449,"761"
"762",-0.69166314830112,"762"
"763",0.462599803400278,"763"
"764",-0.204688889306471,"764"
"772",-0.35916696876563,"772"
"774",0.0517167609565856,"774"
"778",0.46130415380602,"778"
"780",0.246091387751636,"780"
"781",-0.112575924952159,"781"
"782",-0.37679631477538,"782"
"784",-0.15379856984799,"784"
"786",0.641462455991909,"786"
"787",-0.380355500247257,"787"
"790",0.20252331038233,"790"
"793",-0.344633429298108,"793"
"796",0.599093842022442,"796"
"797",0.597052057641136,"797"
"798",-0.429930947646448,"798"
"801",0.816998243130298,"801"
"802",0.696917453791371,"802"
"805",-0.45363362666569,"805"
"806",-0.0641261999349949,"806"
"814",-0.438615685616428,"814"
"815",0.483973958094357,"815"
"817",0.226029724465377,"817"
"819",-0.452583837194985,"819"
"823",-0.251549522433935,"823"
"824",0.157226364331979,"824"
"826",-0.0120644626192314,"826"
"827",0.710794179104366,"827"
"828",0.162511638810404,"828"
"829",-0.0426741833522432,"829"
"831",0.126088106079189,"831"
"835",-0.328404253814953,"835"
"837",0.115959634577807,"837"
"838",-0.414883061391109,"838"
"841",-0.828815799448512,"841"
"842",0.155009496634786,"842"
"844",1.03176876370611,"844"
"845",-0.363015321699648,"845"
"846",0.269108583589899,"846"
"849",0.0263883613026516,"849"
"852",0.156762442264524,"852"
"854",0.182065632633839,"854"
"855",-1.10248335792791,"855"
"856",-0.896855313319444,"856"
"857",-0.350551712449636,"857"
"858",0.427621549091557,"858"
"860",0.192934164716046,"860"
"862",-0.776691944715795,"862"
"864",-0.693173156006355,"864"
"866",-0.574090769752582,"866"
"868",0.29755737779773,"868"
"870",0.134128120642835,"870"
"873",0.893036963210483,"873"
"875",-0.0885279632254681,"875"
"876",0.229725807308808,"876"
"877",0.138479942635383,"877"
"879",0.0421070807044883,"879"
"881",0.0566976506309973,"881"
"883",0.196584549575024,"883"
"885",-0.0113822149250299,"885"
"887",0.172914022104306,"887"
"888",0.926999914181319,"888"
"893",-0.327659282650613,"893"
"897",-4.71447620954317e-05,"897"
"899",-0.83232370894276,"899"
"900",0.458641416022029,"900"
"901",0.160630879032022,"901"
"903",-0.588229673348826,"903"
"905",0.565671773367969,"905"
"907",-0.167004812206593,"907"
"909",0.259423957375221,"909"
"911",-0.0368310115763525,"911"
"913",0.65419140946402,"913"
"916",-0.30972104661935,"916"
"918",-1.31739381989069,"918"
"919",0.236957726130674,"919"
"920",-0.770517535563513,"920"
"921",-0.29569313918675,"921"
"922",0.0915956265071934,"922"
"925",0.918867038995932,"925"
"930",-0.315335986050955,"930"
"932",0.422209332113717,"932"
"934",0.227014537543632,"934"
"935",0.469065654743932,"935"
"936",-0.00802985766798926,"936"
"939",-0.813457574966531,"939"
"940",-0.020664110553422,"940"
"944",0.876907478506763,"944"
"945",0.109580678999845,"945"
"946",0.48805419902907,"946"
"947",0.371270864390866,"947"
"949",-0.752506283279047,"949"
"958",-0.245363435505094,"958"
"959",-0.187086073375776,"959"
"962",-0.131342795760994,"962"
"963",-0.344541803554086,"963"
"964",-0.450222885873155,"964"
"965",0.570050693972036,"965"
"969",-0.419790141434172,"969"
"971",-0.132730271496897,"971"
"972",-0.163463093477558,"972"
"973",-0.497603775031558,"973"
"977",-0.215861362797266,"977"
"979",-0.109779500514646,"979"
"980",-0.444271887406441,"980"
"983",0.122287839085151,"983"
"985",-0.555315412058113,"985"
"986",0.665746650908753,"986"
"987",-0.270340251574299,"987"
"988",0.0863810362583458,"988"
"989",0.231510402402913,"989"
"990",-0.919277977618585,"990"
"991",-0.365659989320597,"991"
"997",-0.636349227134022,"997"
"1000",0.0762474301647116,"1000"
"1002",-0.220560021273213,"1002"
"1003",0.470193684141275,"1003"
"1004",0.904699072747871,"1004"
"1006",0.293744365207172,"1006"
"1008",0.820096227509902,"1008"
"1011",0.163264985891099,"1011"
"1012",-0.292830814165284,"1012"
"1014",0.182633972214181,"1014"
"1015",-0.318870197379068,"1015"
"1017",-0.331905005078618,"1017"
"1018",0.0224635951106714,"1018"
"1019",0.162987408332472,"1019"
"1021",-0.147015554486205,"1021"
"1022",-0.188381302277716,"1022"
"1023",-0.713002280438529,"1023"
"1024",0.155260728962198,"1024"
"1025",-0.540525089224416,"1025"
"1026",0.00630145382355376,"1026"
"1027",-0.588836431535967,"1027"
"1028",0.330859161553004,"1028"
"1029",-0.818139633710208,"1029"
"1030",0.0564572631065818,"1030"
"1031",0.325842730504968,"1031"
"1033",-0.247189220232791,"1033"
"1035",0.209618838198087,"1035"
"1036",-0.565985333851036,"1036"
"1038",-0.547033518066483,"1038"
"1040",0.198035987246821,"1040"
"1041",-0.131875933474496,"1041"
"1042",0.750879942222369,"1042"
"1045",-0.470476019157608,"1045"
"1046",0.255463841473524,"1046"
"1047",-1.08607152070736,"1047"
"1048",-0.0874855653383381,"1048"
"1049",-0.238991522265549,"1049"
"1050",-0.165876111776085,"1050"
"1054",0.30823307576864,"1054"
"1056",0.0966373704994491,"1056"
"1059",0.75061984175181,"1059"
"1066",0.814313954875809,"1066"
"1067",-1.009301108496,"1067"
"1068",-0.256773767381868,"1068"
"1072",0.286384346231379,"1072"
"1074",0.532904219748387,"1074"
"1080",0.160576675041108,"1080"
"1081",-0.488140905775002,"1081"
"1082",0.466320751897119,"1082"
"1083",0.969991738921983,"1083"
"1084",-0.457065878044848,"1084"
"1086",-0.216534776203194,"1086"
"1087",0.0552515803410448,"1087"
"1088",0.265906372838776,"1088"
"1090",-0.56624196460471,"1090"
"1091",0.107801345393624,"1091"
"1092",0.26276778431214,"1092"
"1094",0.500311356714714,"1094"
"1097",0.241397742505666,"1097"
"1099",-0.00172983769533651,"1099"
"1104",-0.891824283646526,"1104"
"1105",0.270173425954592,"1105"
"1106",0.0638730644207591,"1106"
"1110",-0.680859636657253,"1110"
"1115",0.235340748590109,"1115"
"1117",0.823855518287967,"1117"
"1119",-0.505409921239494,"1119"
"1120",-0.749301404459432,"1120"
"1122",0.0795060384038986,"1122"
"1123",0.328410681448539,"1123"
"1124",-0.71663992603413,"1124"
"1125",-0.197477892389684,"1125"
"1126",0.102612643590861,"1126"
"1127",-0.569063537279613,"1127"
"1129",-0.141581701546689,"1129"
"1135",0.0690829589704172,"1135"
"1137",-0.163829856959451,"1137"
"1138",-0.0725822424069531,"1138"
"1140",0.43086642916496,"1140"
"1144",-0.625964882434852,"1144"
"1145",0.116338088477045,"1145"
"1146",0.203375114578731,"1146"
"1154",-0.0786397188589841,"1154"
"1155",-0.67583132179326,"1155"
"1156",-1.01469409904121,"1156"
"1157",-0.142434283817501,"1157"
"1158",-0.995104030930198,"1158"
"1159",0.256908015803974,"1159"
"1161",0.390564326559099,"1161"
"1164",-0.220977893023404,"1164"
"1165",-0.192256337846806,"1165"
"1166",0.173103358002189,"1166"
"1167",0.580231335217262,"1167"
"1169",0.324114298426793,"1169"
"1171",-0.0185688509240927,"1171"
"1172",-0.31658779116231,"1172"
"1173",-0.735082784582225,"1173"
"1175",0.0349103589969633,"1175"
"1176",0.292401286316336,"1176"
"1178",0.55266614166026,"1178"
"1179",0.162332783895454,"1179"
"1180",0.688394395259442,"1180"
"1182",0.627368468159736,"1182"
"1185",-0.798893409456724,"1185"
"1186",0.0145742205606302,"1186"
"1187",0.63866463046654,"1187"
"1189",0.403144754312563,"1189"
"1191",-0.0710799869397894,"1191"
"1192",0.169532691198658,"1192"
"1193",-0.0210661213066258,"1193"
"1194",0.202946857354362,"1194"
"1195",-0.0866232760601195,"1195"
"1196",0.854798635168753,"1196"
"1198",0.641881781201385,"1198"
"1201",-0.474348339015939,"1201"
"1202",-0.676888599534794,"1202"
"1203",0.406893881174656,"1203"
"1205",0.12686689420569,"1205"
"1207",0.767113430741608,"1207"
"1208",0.147832062458377,"1208"
"1212",0.137033490319369,"1212"
"1214",0.074739879814045,"1214"
"1215",-0.521165849012805,"1215"
"1217",0.719687946783133,"1217"
"1219",-0.653931876102101,"1219"
"1221",-0.226119551684934,"1221"
"1223",0.333873269064773,"1223"
"1224",0.479553311136101,"1224"
"1229",0.275799515289954,"1229"
"1233",0.363245127054604,"1233"
"1238",0.126567722879365,"1238"
"1240",-0.455323375665154,"1240"
"1241",0.185603166518494,"1241"
"1243",-0.296287102865991,"1243"
"1244",0.387406324037928,"1244"
"1246",-0.504923234613173,"1246"
"1247",-0.31138261207513,"1247"
"1250",-0.83337351680702,"1250"
"1252",0.148336677660688,"1252"
"1253",0.806148807668877,"1253"
"1254",0.0972939560475285,"1254"
"1255",1.00977714139372,"1255"
"1258",1.14981045225959,"1258"
"1262",-0.180028647526314,"1262"
"1263",0.298229618005381,"1263"
"1264",0.239320814948497,"1264"
"1265",-0.0135683352951212,"1265"
"1266",-0.0360320920213873,"1266"
"1267",-0.0444371596499621,"1267"
"1271",0.0366340544047221,"1271"
"1274",0.847867906472418,"1274"
"1275",0.539208333653778,"1275"
"1276",-0.496513361274807,"1276"
"1277",-0.101336089532544,"1277"
"1279",-1.24676638583176,"1279"
"1281",-0.406160264245236,"1281"
"1283",-0.101473186238185,"1283"
"1284",-0.498038423663959,"1284"
"1287",0.329481464897768,"1287"
"1292",-0.416255901711552,"1292"
"1295",-0.222379833546929,"1295"
"1299",0.242121776794028,"1299"
"1300",0.777617575047595,"1300"
"1301",-0.0447061557241627,"1301"
"1302",-0.507971445660939,"1302"
"1303",-0.266436697624713,"1303"
"1304",0.0544825887821223,"1304"
"1305",0.105147339033208,"1305"
"1306",-0.254523334821759,"1306"
"1310",-0.218960212442446,"1310"
"1312",-0.309551894546205,"1312"
"1314",0.262177819038408,"1314"
"1315",0.251442825911177,"1315"
"1316",0.0416854141515689,"1316"
"1317",-0.498111662182843,"1317"
"1321",0.452653794785677,"1321"
"1322",-0.253361017958865,"1322"
"1323",-0.332662668639055,"1323"
"1324",-0.517381645284278,"1324"
"1325",-0.208716133626043,"1325"
"1329",-0.827399978077888,"1329"
"1330",0.306158563596771,"1330"
"1332",-0.299922394978251,"1332"
"1333",0.342978255817985,"1333"
"1336",-0.0800652178745623,"1336"
"1337",0.222947216023049,"1337"
"1338",-0.162744341873986,"1338"
"1339",-0.0849875077841819,"1339"
"1345",0.617971914169591,"1345"
"1346",-0.068189469943986,"1346"
"1349",0.847007232262418,"1349"
"1353",-0.706290615770629,"1353"
"1354",0.0357511509643462,"1354"
"1355",0.443295886698388,"1355"
"1356",-0.199137629940253,"1356"
"1357",0.118054599589805,"1357"
"1361",0.160535337122879,"1361"
"1364",-0.990309732089471,"1364"
"1366",0.130989991362326,"1366"
"1367",0.0489195860514435,"1367"
"1369",-0.24442161090562,"1369"
"1371",0.0861257315342724,"1371"
"1373",0.512670709581219,"1373"
"1375",0.431620703138994,"1375"
"1376",-0.453293832147073,"1376"
"1377",0.547506327067948,"1377"
"1379",-0.0894231290833856,"1379"
"1382",-0.322162177663294,"1382"
"1383",-0.158066397059729,"1383"
"1384",-0.59652639689549,"1384"
"1385",0.363851234690336,"1385"
"1387",0.317341805814346,"1387"
"1390",0.0215751681931784,"1390"
"1391",0.206652801758691,"1391"
"1392",0.163205675119204,"1392"
"1393",0.00421900253138813,"1393"
"1395",0.283535131294236,"1395"
"1396",0.272501575891293,"1396"
"1397",0.0936972461264941,"1397"
"1398",0.496797103949155,"1398"
"1399",0.474813555053332,"1399"
"1400",0.237274694162667,"1400"
"1404",-0.164323348659532,"1404"
"1407",-0.298481833294363,"1407"
"1410",0.169942681521413,"1410"
"1411",0.21734558235301,"1411"
"1412",-0.0963073861996815,"1412"
"1414",-0.036852077262384,"1414"
"1416",-0.269084612258733,"1416"
"1418",0.237437174422512,"1418"
"1419",-0.17530364120322,"1419"
"1420",0.490390164135626,"1420"
"1421",-0.387824705375361,"1421"
"1422",0.589230425374016,"1422"
"1424",-0.0727469755792636,"1424"
"1425",-0.217198479323836,"1425"
"1426",0.833556140053182,"1426"
"1431",-0.534328160483054,"1431"
"1436",0.349781166675412,"1436"
"1437",0.0563071511639389,"1437"
"1438",-0.33987373510987,"1438"
"1439",0.605765982887892,"1439"
"1443",-0.0238427296057604,"1443"
"1448",0.515070436402579,"1448"
"1449",0.896966103448374,"1449"
"1450",-0.301331808402152,"1450"
"1451",-0.685911871463162,"1451"
"1453",0.339622352839342,"1453"
"1454",0.214159340529368,"1454"
"1456",0.520629346969563,"1456"
"1457",-0.351551576219065,"1457"
"1458",-1.10238756425731,"1458"
"1461",-0.0196519807154169,"1461"
"1464",0.0189334990370086,"1464"
"1466",0.284354568153068,"1466"
"1468",-0.46037826900839,"1468"
"1471",-0.474722052234428,"1471"
"1479",-0.477313883760076,"1479"
"1480",-0.282240931022538,"1480"
"1482",-0.556579206819097,"1482"
"1483",0.511795352939217,"1483"
"1485",0.341698473124857,"1485"
"1487",-0.0883003377845672,"1487"
"1490",-0.0821359594653154,"1490"
"1491",0.208321167036699,"1491"
"1492",0.234073471665729,"1492"
"1495",0.304986008614661,"1495"
"1499",0.578151813627346,"1499"
"1500",-0.0351942242525309,"1500"
"1501",-0.390020605642286,"1501"
"1502",-0.1878835881078,"1502"
"1503",-0.561375291807671,"1503"
"1504",-0.0167666048189835,"1504"
"1505",0.208958763015089,"1505"
"1510",0.0683866174173086,"1510"
"1513",0.835130860247815,"1513"
"1514",0.0936427391631143,"1514"
"1521",0.2207246922092,"1521"
"1523",0.738910949400444,"1523"
"1526",0.430916020699236,"1526"
"1528",-0.628152212162152,"1528"
"1529",-1.06912494952876,"1529"
"1530",0.380471059875088,"1530"
"1534",0.0885899157716075,"1534"
"1536",-0.688995308280927,"1536"
"1537",0.250112121708663,"1537"
"1538",0.557795546883878,"1538"
"1540",-1.19695405202107,"1540"
"1542",0.849850070124702,"1542"
"1543",-0.65775046245865,"1543"
"1546",0.618147148674956,"1546"
"1548",0.601908886582911,"1548"
"1554",-0.323985018426033,"1554"
"1555",0.268372961902991,"1555"
"1557",-0.745247258380093,"1557"
"1558",-0.719339864872792,"1558"
"1561",0.563435385688428,"1561"
"1564",-0.358567059967671,"1564"
"1565",0.964476691383773,"1565"
"1566",-0.657132306987571,"1566"
"1568",-0.288929279687148,"1568"
"1570",-0.143516149460194,"1570"
"1573",-0.27073846228398,"1573"
"1574",0.675026153581471,"1574"
"1575",0.727205938783793,"1575"
"1576",0.731587262270468,"1576"
"1578",-0.935374289898188,"1578"
"1579",0.521514032510389,"1579"
"1580",0.346952286739852,"1580"
"1582",0.102844825788689,"1582"
"1583",-0.250247953808275,"1583"
"1584",-0.0466520491100069,"1584"
"1585",0.583726786932871,"1585"
"1586",-0.816813504263967,"1586"
"1587",-0.0214276223345786,"1587"
"1588",0.230188557791411,"1588"
"1589",0.731517513258771,"1589"
"1591",-0.146506176646895,"1591"
"1593",-0.245308518617511,"1593"
"1594",-0.149879886604038,"1594"
"1596",-0.703713362343901,"1596"
"1597",0.379687333620502,"1597"
"1599",0.596012221141201,"1599"
"1600",0.135466612874266,"1600"
"1602",-0.399615038601472,"1602"
"1603",0.217756957836573,"1603"
"1607",0.500182244463662,"1607"
"1608",-0.14229601504863,"1608"
"1609",-0.136420325369088,"1609"
